Model	Condition	Distance	MI	UnigramCE
177174	0	15	0.000903409194911	6.41177041213
177174	0	16	-0.000225286150324	6.41177041213
177174	0	17	-4.20015777394e-05	6.41177041213
177174	0	18	-0.000628774402622	6.41177041213
177174	0	19	0.00053922244143	6.41177041213
177174	1	0	0	6.41177041213
177174	1	1	1.01221186084	6.41177041213
177174	1	2	0.114585276972	6.41177041213
177174	1	3	0.0268317379076	6.41177041213
177174	1	4	0.00867598203603	6.41177041213
177174	1	5	0.00883462698818	6.41177041213
177174	1	6	0.00733886041192	6.41177041213
177174	1	7	0.00405497365866	6.41177041213
177174	1	8	0.00306572130408	6.41177041213
177174	1	9	0.00206976951213	6.41177041213
177174	1	10	0.00195172280032	6.41177041213
177174	1	11	0.0011223401128	6.41177041213
177174	1	12	0.000288617318843	6.41177041213
177174	1	13	0.00086240198696	6.41177041213
177174	1	14	0.00111690026593	6.41177041213
177174	1	15	0.000792044592066	6.41177041213
177174	1	16	0.00111333472998	6.41177041213
177174	1	17	-0.000161335754255	6.41177041213
177174	1	18	0.000973984376218	6.41177041213
177174	1	19	0.000363112699333	6.41177041213
8746911	0	0	0	6.418697814
8746911	0	1	1.06599738605	6.418697814
8746911	0	2	0.126664661449	6.418697814
8746911	0	3	0.0215298525399	6.418697814
8746911	0	4	0.00882735514494	6.418697814
8746911	0	5	0.00557696846655	6.418697814
8746911	0	6	0.00241085239602	6.418697814
8746911	0	7	0.00110862158171	6.418697814
8746911	0	8	0.00125183244796	6.418697814
8746911	0	9	0.00171893061088	6.418697814
8746911	0	10	0.00259962451232	6.418697814
8746911	0	11	0.00178666896773	6.418697814
8746911	0	12	-0.000350379830075	6.418697814
8746911	0	13	0.0017673149452	6.418697814
8746911	0	14	-2.06002666614e-05	6.418697814
8746911	0	15	0.00115208185145	6.418697814
8746911	0	16	-0.000118916807256	6.418697814
8746911	0	17	0.00118682987703	6.418697814
8746911	0	18	0.000776249322912	6.418697814
8746911	0	19	0.000833356490952	6.418697814
8746911	1	0	0	6.418697814
8746911	1	1	1.02813038822	6.418697814
8746911	1	2	0.114393287376	6.418697814
8746911	1	3	0.0249050262817	6.418697814
8746911	1	4	0.00992263023094	6.418697814
8746911	1	5	0.00838580402396	6.418697814
8746911	1	6	0.00402064584664	6.418697814
8746911	1	7	0.0043691010872	6.418697814
8746911	1	8	0.00251283472346	6.418697814
8746911	1	9	0.0014671486015	6.418697814
8746911	1	10	0.00216512486641	6.418697814
8746911	1	11	0.000661338919225	6.418697814
8746911	1	12	-0.000237107397253	6.418697814
8746911	1	13	0.00182153588535	6.418697814
8746911	1	14	0.000376655452238	6.418697814
8746911	1	15	0.000117222125283	6.418697814
8746911	1	16	0.00113113602334	6.418697814
8746911	1	17	0.000381893003229	6.418697814
8746911	1	18	0.000144752568255	6.418697814
8746911	1	19	0.000537634705407	6.418697814
5794845	0	0	0	6.41256966113
5794845	0	1	1.09381802484	6.41256966113
5794845	0	2	0.12401095773	6.41256966113
5794845	0	3	0.025803337428	6.41256966113
5794845	0	4	0.0110873072872	6.41256966113
5794845	0	5	0.00634903153816	6.41256966113
5794845	0	6	0.0032924005523	6.41256966113
5794845	0	7	0.0033698813176	6.41256966113
5794845	0	8	0.00102248016362	6.41256966113
5794845	0	9	0.0018250391091	6.41256966113
5794845	0	10	0.00201101540272	6.41256966113
5794845	0	11	0.000480344757811	6.41256966113
5794845	0	12	0.000948860042082	6.41256966113
5794845	0	13	0.00112138263149	6.41256966113
5794845	0	14	0.000970037659341	6.41256966113
5794845	0	15	0.000459748035595	6.41256966113
5794845	0	16	-0.000566023779077	6.41256966113
5794845	0	17	0.000425666059235	6.41256966113
5794845	0	18	-0.000176479589549	6.41256966113
5794845	0	19	0.000964773765691	6.41256966113
5794845	1	0	0	6.41256966113
5794845	1	1	1.04451805453	6.41256966113
5794845	1	2	0.123831003316	6.41256966113
5794845	1	3	0.0347961408015	6.41256966113
5794845	1	4	0.0131447788903	6.41256966113
5794845	1	5	0.00862082860071	6.41256966113
5794845	1	6	0.00529513630811	6.41256966113
5794845	1	7	0.00520104601414	6.41256966113
5794845	1	8	0.0018398353263	6.41256966113
5794845	1	9	0.00143169330612	6.41256966113
5794845	1	10	0.000882389020994	6.41256966113
5794845	1	11	0.000978494834778	6.41256966113
5794845	1	12	0.000612953928531	6.41256966113
5794845	1	13	7.9154268124e-05	6.41256966113
5794845	1	14	0.000511514644968	6.41256966113
5794845	1	15	0.000187088067656	6.41256966113
5794845	1	16	0.000184911560048	6.41256966113
5794845	1	17	0.000538266229118	6.41256966113
5794845	1	18	0.000390912257521	6.41256966113
5794845	1	19	0.000293545015385	6.41256966113
3943676	0	0	0	6.41706485533
3943676	0	1	1.00216564358	6.41706485533
3943676	0	2	0.108775669559	6.41706485533
3943676	0	3	0.0130827207899	6.41706485533
3943676	0	4	0.00720268255463	6.41706485533
3943676	0	5	0.0060980386271	6.41706485533
3943676	0	6	0.00249758262946	6.41706485533
3943676	0	7	0.0023106288131	6.41706485533
3943676	0	8	0.00242051717676	6.41706485533
3943676	0	9	0.000996399485891	6.41706485533
3943676	0	10	0.00133381623286	6.41706485533
3943676	0	11	0.00170757294226	6.41706485533
3943676	0	12	0.00124775546182	6.41706485533
3943676	0	13	0.000445996160473	6.41706485533
3943676	0	14	4.85629568061e-05	6.41706485533
3943676	0	15	0.000300070556181	6.41706485533
3943676	0	16	-3.65882923248e-06	6.41706485533
3943676	0	17	9.48912508614e-05	6.41706485533
3943676	0	18	0.000805745882277	6.41706485533
3943676	0	19	0.00123869498695	6.41706485533
3943676	1	0	0	6.41706485533
3943676	1	1	0.966851219296	6.41706485533
3943676	1	2	0.0999248168485	6.41706485533
3943676	1	3	0.0178662515665	6.41706485533
3943676	1	4	0.00980655199849	6.41706485533
3943676	1	5	0.00717327254972	6.41706485533
3943676	1	6	0.00525470833237	6.41706485533
3943676	1	7	0.00194487580906	6.41706485533
3943676	1	8	0.0038861865635	6.41706485533
3943676	1	9	0.00118248005619	6.41706485533
3943676	1	10	0.00112913135565	6.41706485533
3943676	1	11	0.00053178606596	6.41706485533
3943676	1	12	-0.000491356164849	6.41706485533
3943676	1	13	0.00193590889002	6.41706485533
3943676	1	14	0.000424818849524	6.41706485533
3943676	1	15	-0.000217704846464	6.41706485533
3943676	1	16	7.21644488877e-06	6.41706485533
3943676	1	17	0.000358682143926	6.41706485533
3943676	1	18	0.000505343461087	6.41706485533
3943676	1	19	0.000610381799673	6.41706485533
8209884	0	0	0	6.40260204536
8209884	0	1	1.07530082562	6.40260204536
8209884	0	2	0.110828899162	6.40260204536
8209884	0	3	0.0178508976025	6.40260204536
8209884	0	4	0.00693595082298	6.40260204536
8209884	0	5	0.00701869027466	6.40260204536
8209884	0	6	0.00276014675096	6.40260204536
8209884	0	7	0.00258319876966	6.40260204536
8209884	0	8	0.00353911068064	6.40260204536
8209884	0	9	0.00165433315681	6.40260204536
8209884	0	10	0.00220546952582	6.40260204536
8209884	0	11	0.000938188420355	6.40260204536
8209884	0	12	0.000901468283454	6.40260204536
8209884	0	13	0.000261698970776	6.40260204536
8209884	0	14	-0.000303244409161	6.40260204536
8209884	0	15	0.000250210595303	6.40260204536
8209884	0	16	8.04837848154e-05	6.40260204536
8209884	0	17	4.570582837e-05	6.40260204536
8209884	0	18	0.00011812735886	6.40260204536
8209884	0	19	0.000748386752378	6.40260204536
8209884	1	0	0	6.40260204536
8209884	1	1	1.02706242155	6.40260204536
8209884	1	2	0.108895910151	6.40260204536
8209884	1	3	0.0288415107857	6.40260204536
8209884	1	4	0.00904275579628	6.40260204536
8209884	1	5	0.00618629822263	6.40260204536
8209884	1	6	0.00477797952039	6.40260204536
8209884	1	7	0.00429339004983	6.40260204536
8209884	1	8	0.00266080923536	6.40260204536
8209884	1	9	0.00158177636857	6.40260204536
8209884	1	10	0.00117690455775	6.40260204536
8209884	1	11	0.00040763888412	6.40260204536
8209884	1	12	0.000183093872728	6.40260204536
8209884	1	13	0.000429601748952	6.40260204536
8209884	1	14	0.000780504756514	6.40260204536
8209884	1	15	-0.00018796827133	6.40260204536
8209884	1	16	0.00033249880859	6.40260204536
8209884	1	17	0.000233976733983	6.40260204536
8209884	1	18	0.00032229334693	6.40260204536
8209884	1	19	0.000652930009493	6.40260204536
